time,true_state_id,true_state,observation_id,observation,snr_db,rss_dbm,ber,throughput_gbps,decoded_state_id,decoded_state,p_los,p_nlos,p_light_blockage,p_severe_blockage,predicted_next_state_id,predicted_next_state,next_blockage_probability
190,0,LoS,0,Excellent,32.524,-40.249,0.00000068,110.000,0,LoS,0.75625,0.22505,0.01713,0.00157,0,LoS,0.08622
191,0,LoS,0,Excellent,28.324,-39.875,0.00000082,110.000,0,LoS,0.95085,0.04664,0.00234,0.00017,0,LoS,0.05667
192,0,LoS,0,Excellent,25.992,-45.999,0.00000132,104.874,0,LoS,0.97727,0.02128,0.00136,0.00009,0,LoS,0.05323
193,0,LoS,1,Good,31.607,-41.466,0.00000076,96.446,0,LoS,0.68395,0.28549,0.02860,0.00195,0,LoS,0.10012
194,0,LoS,0,Excellent,34.070,-42.763,0.00000057,110.000,0,LoS,0.93911,0.05778,0.00289,0.00022,0,LoS,0.05826
195,0,LoS,0,Excellent,29.336,-44.110,0.00000093,110.000,0,LoS,0.97586,0.02263,0.00141,0.00009,0,LoS,0.05341
196,0,LoS,0,Excellent,29.315,-44.594,0.00000131,110.000,0,LoS,0.98022,0.01844,0.00127,0.00008,0,LoS,0.05285
197,0,LoS,0,Excellent,31.227,-40.538,0.00000123,110.000,0,LoS,0.98072,0.01795,0.00125,0.00008,0,LoS,0.05279
198,0,LoS,1,Good,33.043,-39.640,0.00000054,104.586,0,LoS,0.68838,0.28119,0.02849,0.00194,0,LoS,0.09957
199,0,LoS,0,Excellent,32.349,-44.256,0.00000067,110.000,0,LoS,0.93992,0.05701,0.00286,0.00021,0,LoS,0.05815
200,0,LoS,0,Excellent,28.517,-43.902,0.00000052,110.000,0,LoS,0.97596,0.02254,0.00141,0.00009,0,LoS,0.05340
201,0,LoS,0,Excellent,30.013,-40.336,0.00000275,110.000,0,LoS,0.98023,0.01842,0.00127,0.00008,0,LoS,0.05285
202,0,LoS,0,Excellent,29.757,-37.115,0.00000125,110.000,0,LoS,0.98072,0.01795,0.00125,0.00008,0,LoS,0.05279
203,0,LoS,0,Excellent,32.032,-45.134,0.00000147,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
204,0,LoS,0,Excellent,32.396,-44.943,0.00000032,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
205,0,LoS,1,Good,29.123,-44.196,0.00000082,92.075,0,LoS,0.68846,0.28111,0.02849,0.00194,0,LoS,0.09956
206,1,NLoS,1,Good,19.402,-59.247,0.00009771,62.529,0,LoS,0.40579,0.55089,0.04012,0.00320,0,LoS,0.13715
207,1,NLoS,0,Excellent,22.697,-52.452,0.00000756,88.496,0,LoS,0.87280,0.12164,0.00515,0.00041,0,LoS,0.06678
208,1,NLoS,1,Good,21.181,-59.117,0.00002310,71.007,0,LoS,0.56372,0.40215,0.03178,0.00235,0,LoS,0.11515
209,0,LoS,0,Excellent,29.352,-37.440,0.00000017,110.000,0,LoS,0.91471,0.08132,0.00368,0.00028,0,LoS,0.06137
210,0,LoS,0,Excellent,29.988,-41.047,0.00000505,110.000,0,LoS,0.97283,0.02556,0.00150,0.00010,0,LoS,0.05379
211,0,LoS,1,Good,32.098,-39.908,0.00000075,99.609,0,LoS,0.67829,0.29099,0.02875,0.00197,0,LoS,0.10083
212,0,LoS,0,Excellent,30.188,-40.704,0.00000045,110.000,0,LoS,0.93808,0.05878,0.00292,0.00022,0,LoS,0.05839
213,0,LoS,0,Excellent,30.652,-44.102,0.00000118,110.000,0,LoS,0.97574,0.02276,0.00141,0.00009,0,LoS,0.05343
214,1,NLoS,2,Weak,19.517,-60.267,0.00001748,32.946,0,LoS,0.37124,0.27252,0.33155,0.02469,0,LoS,0.29827
215,1,NLoS,0,Excellent,23.626,-53.075,0.00004794,92.033,0,LoS,0.88686,0.09943,0.01271,0.00100,0,LoS,0.06934
216,0,LoS,1,Good,29.858,-39.486,0.00000047,92.417,0,LoS,0.58252,0.38128,0.03370,0.00249,0,LoS,0.11412
217,0,LoS,0,Excellent,31.422,-41.096,0.00000141,110.000,0,LoS,0.91909,0.07705,0.00359,0.00028,0,LoS,0.06084
218,0,LoS,0,Excellent,31.236,-41.970,0.00000041,110.000,0,LoS,0.97339,0.02502,0.00149,0.00010,0,LoS,0.05372
219,0,LoS,0,Excellent,30.119,-41.771,0.00000071,110.000,0,LoS,0.97993,0.01871,0.00128,0.00008,0,LoS,0.05289
220,0,LoS,0,Excellent,29.226,-41.517,0.00000032,110.000,0,LoS,0.98069,0.01798,0.00125,0.00008,0,LoS,0.05279
221,0,LoS,0,Excellent,30.742,-44.752,0.00000072,110.000,0,LoS,0.98077,0.01790,0.00125,0.00008,0,LoS,0.05278
222,0,LoS,0,Excellent,30.282,-41.846,0.00000059,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
223,0,LoS,0,Excellent,32.924,-41.967,0.00000027,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
224,0,LoS,0,Excellent,29.203,-45.631,0.00000223,110.000,0,LoS,0.98078,0.01789,0.00125,0.00008,0,LoS,0.05278
225,2,Light blockage,1,Good,15.687,-81.044,0.00131061,46.164,1,NLoS,0.68847,0.28111,0.02849,0.00194,0,LoS,0.09956
226,1,NLoS,1,Good,25.475,-56.758,0.00002555,80.115,1,NLoS,0.40579,0.55089,0.04012,0.00320,0,LoS,0.13715
227,1,NLoS,1,Good,23.829,-62.284,0.00006345,74.846,1,NLoS,0.23105,0.72093,0.04427,0.00375,1,NLoS,0.15874
228,2,Light blockage,2,Weak,15.651,-79.639,0.00056975,24.619,1,NLoS,0.05850,0.53418,0.37223,0.03510,1,NLoS,0.35863
229,1,NLoS,0,Excellent,21.109,-61.325,0.00000905,81.095,1,NLoS,0.71180,0.26015,0.02592,0.00213,0,LoS,0.09581
230,2,Light blockage,2,Weak,14.559,-69.185,0.00078879,28.310,1,NLoS,0.18723,0.41110,0.36960,0.03207,1,NLoS,0.34152
231,3,Severe blockage,3,Outage,4.840,-84.124,0.19134382,0.000,1,NLoS,0.00997,0.13662,0.38882,0.46459,2,Light blockage,0.60419
232,1,NLoS,1,Good,17.063,-55.742,0.00001002,55.393,1,NLoS,0.11701,0.62172,0.21865,0.04262,1,NLoS,0.27947
233,1,NLoS,1,Good,20.925,-50.735,0.00031653,62.952,1,NLoS,0.11653,0.79330,0.08220,0.00797,1,NLoS,0.19259
234,0,LoS,0,Excellent,28.521,-40.915,0.00000076,110.000,0,LoS,0.73872,0.24953,0.01086,0.00090,0,LoS,0.08465
235,0,LoS,0,Excellent,27.216,-38.804,0.00000084,102.677,0,LoS,0.94747,0.05003,0.00233,0.00017,0,LoS,0.05704
236,0,LoS,1,Good,30.900,-41.597,0.00000090,98.744,1,NLoS,0.64695,0.32143,0.02955,0.00207,0,LoS,0.10473
237,0,LoS,1,Good,31.826,-39.783,0.00000042,98.050,1,NLoS,0.37507,0.58096,0.04069,0.00328,0,LoS,0.14086
238,0,LoS,1,Good,29.623,-38.749,0.00000063,89.282,1,NLoS,0.21586,0.73586,0.04449,0.00378,1,NLoS,0.16054
239,0,LoS,1,Good,31.990,-37.884,0.00000043,105.447,1,NLoS,0.14619,0.80420,0.04565,0.00396,1,NLoS,0.16889
240,0,LoS,0,Excellent,32.101,-42.444,0.00000061,110.000,0,LoS,0.75606,0.23426,0.00894,0.00073,0,LoS,0.08170
241,0,LoS,0,Excellent,31.155,-44.479,0.00000055,110.000,0,LoS,0.95020,0.04741,0.00222,0.00016,0,LoS,0.05668
242,0,LoS,1,Good,29.977,-41.874,0.00000173,93.728,0,LoS,0.65024,0.31825,0.02945,0.00206,0,LoS,0.10431
243,0,LoS,0,Excellent,32.316,-39.189,0.00000075,110.000,0,LoS,0.93280,0.06388,0.00309,0.00023,0,LoS,0.05906
244,0,LoS,0,Excellent,34.500,-38.730,0.00000066,110.000,0,LoS,0.97509,0.02338,0.00143,0.00010,0,LoS,0.05351
245,0,LoS,0,Excellent,26.880,-41.731,0.00000058,110.000,0,LoS,0.98013,0.01852,0.00127,0.00008,0,LoS,0.05286
246,0,LoS,0,Excellent,32.438,-41.224,0.00000039,110.000,0,LoS,0.98071,0.01796,0.00125,0.00008,0,LoS,0.05279
247,0,LoS,1,Good,28.672,-38.700,0.00000034,87.562,0,LoS,0.68837,0.28120,0.02849,0.00194,0,LoS,0.09957
248,0,LoS,0,Excellent,32.676,-41.631,0.00000056,110.000,0,LoS,0.93992,0.05701,0.00286,0.00021,0,LoS,0.05815
249,0,LoS,0,Excellent,32.975,-40.598,0.00000152,110.000,0,LoS,0.97596,0.02254,0.00141,0.00009,0,LoS,0.05340
250,1,NLoS,1,Good,20.770,-53.115,0.00004188,63.311,0,LoS,0.68227,0.28712,0.02865,0.00196,0,LoS,0.10033
251,2,Light blockage,2,Weak,11.343,-70.912,0.00083916,20.739,0,LoS,0.17455,0.42112,0.37196,0.03237,1,NLoS,0.34426
252,0,LoS,0,Excellent,30.957,-43.761,0.00000038,110.000,0,LoS,0.80124,0.17729,0.01986,0.00161,0,LoS,0.08266
253,0,LoS,0,Excellent,31.237,-36.882,0.00000053,110.000,0,LoS,0.95811,0.03956,0.00218,0.00016,0,LoS,0.05578
254,0,LoS,1,Good,30.594,-43.209,0.00000131,96.040,0,LoS,0.66002,0.30868,0.02927,0.00203,0,LoS,0.10313
255,0,LoS,0,Excellent,33.276,-44.204,0.00000129,110.000,0,LoS,0.93467,0.06207,0.00303,0.00023,0,LoS,0.05882
256,3,Severe blockage,2,Weak,0.863,-84.798,0.05956159,1.901,2,Light blockage,0.33182,0.30728,0.33505,0.02585,0,LoS,0.30498
257,2,Light blockage,3,Outage,11.089,-69.341,0.00083958,4.405,2,Light blockage,0.01537,0.12832,0.39477,0.46154,2,Light blockage,0.60493
258,2,Light blockage,2,Weak,15.472,-68.784,0.00279621,27.737,2,Light blockage,0.01747,0.15584,0.68281,0.14387,2,Light blockage,0.57718
259,2,Light blockage,1,Good,11.907,-71.348,0.00070762,37.252,2,Light blockage,0.09134,0.65462,0.23002,0.02402,1,NLoS,0.27793
260,2,Light blockage,3,Outage,12.055,-67.923,0.00124430,3.045,3,Severe blockage,0.00905,0.20159,0.35430,0.43506,2,Light blockage,0.57109
261,3,Severe blockage,3,Outage,3.396,-78.662,0.29275677,0.000,3,Severe blockage,0.00292,0.05018,0.25700,0.68990,2,Light blockage,0.66073
262,2,Light blockage,2,Weak,16.615,-71.368,0.00081293,26.757,2,Light blockage,0.01832,0.12109,0.66930,0.19129,2,Light blockage,0.59593
263,3,Severe blockage,3,Outage,5.388,-83.865,0.08907020,0.362,2,Light blockage,0.00289,0.05518,0.36434,0.57759,2,Light blockage,0.65375
264,1,NLoS,2,Weak,18.022,-51.656,0.00002535,33.146,2,Light blockage,0.01666,0.12649,0.69103,0.16582,2,Light blockage,0.59323
265,1,NLoS,2,Weak,18.585,-59.130,0.00006167,29.441,2,Light blockage,0.01345,0.16065,0.73861,0.08729,2,Light blockage,0.57496
266,0,LoS,2,Weak,30.170,-44.477,0.00000076,51.485,2,Light blockage,0.01270,0.17281,0.74086,0.07363,2,Light blockage,0.56879
267,0,LoS,0,Excellent,30.724,-43.442,0.00000024,110.000,0,LoS,0.68935,0.24745,0.05836,0.00484,0,LoS,0.11596
268,0,LoS,0,Excellent,32.813,-42.232,0.00000031,110.000,0,LoS,0.94240,0.05401,0.00334,0.00025,0,LoS,0.05814
269,0,LoS,0,Excellent,30.766,-40.137,0.00000094,110.000,0,LoS,0.97630,0.02220,0.00140,0.00009,0,LoS,0.05336
270,0,LoS,1,Good,33.643,-45.401,0.00000062,104.775,0,LoS,0.68271,0.28669,0.02864,0.00196,0,LoS,0.10028
271,0,LoS,0,Excellent,34.730,-43.399,0.00000046,110.000,0,LoS,0.93889,0.05800,0.00289,0.00022,0,LoS,0.05829
272,0,LoS,0,Excellent,29.264,-44.318,0.00000025,110.000,0,LoS,0.97584,0.02266,0.00141,0.00009,0,LoS,0.05341
273,0,LoS,0,Excellent,31.343,-45.305,0.00000077,110.000,0,LoS,0.98021,0.01844,0.00127,0.00008,0,LoS,0.05285
274,0,LoS,1,Good,33.066,-44.680,0.00000047,103.802,0,LoS,0.68773,0.28182,0.02851,0.00194,0,LoS,0.09965
275,1,NLoS,0,Excellent,22.711,-53.668,0.00004979,94.250,0,LoS,0.93980,0.05712,0.00286,0.00021,0,LoS,0.05817
276,1,NLoS,2,Weak,23.045,-55.686,0.00003467,37.794,2,Light blockage,0.33639,0.30317,0.33472,0.02572,0,LoS,0.30425
277,1,NLoS,2,Weak,20.644,-55.511,0.00001073,34.995,2,Light blockage,0.05672,0.27956,0.60786,0.05586,2,Light blockage,0.48786
278,1,NLoS,1,Good,20.362,-54.076,0.00000762,67.041,1,NLoS,0.10105,0.70091,0.18213,0.01590,1,NLoS,0.24854
279,1,NLoS,1,Good,22.634,-54.635,0.00001491,77.763,1,NLoS,0.10713,0.81523,0.07142,0.00622,1,NLoS,0.18729
280,2,Light blockage,2,Weak,16.811,-68.216,0.00239268,27.150,1,NLoS,0.03876,0.53221,0.39170,0.03734,1,NLoS,0.37175
281,1,NLoS,2,Weak,18.871,-50.043,0.00004951,30.820,1,NLoS,0.02103,0.32683,0.59516,0.05698,1,NLoS,0.48604
282,1,NLoS,1,Good,21.597,-53.905,0.00000400,72.029,1,NLoS,0.08415,0.72574,0.17473,0.01537,1,NLoS,0.24641
283,3,Severe blockage,3,Outage,7.620,-92.519,0.23743366,2.964,3,Severe blockage,0.00982,0.23317,0.34276,0.41425,2,Light blockage,0.55400
284,3,Severe blockage,3,Outage,3.629,-82.220,0.09849809,0.000,3,Severe blockage,0.00304,0.05468,0.25836,0.68392,2,Light blockage,0.65817
285,3,Severe blockage,3,Outage,4.355,-80.971,0.06169167,3.244,3,Severe blockage,0.00243,0.02717,0.21032,0.76008,3,Severe blockage,0.67533
286,3,Severe blockage,3,Outage,5.622,-82.446,0.01669294,2.253,3,Severe blockage,0.00237,0.02295,0.19630,0.77839,3,Severe blockage,0.67822
287,1,NLoS,1,Good,23.753,-57.880,0.00000938,74.510,0,LoS,0.15788,0.51093,0.25604,0.07515,1,NLoS,0.31123
288,1,NLoS,0,Excellent,21.565,-59.226,0.00007668,89.031,0,LoS,0.78947,0.19201,0.01682,0.00170,0,LoS,0.08249
289,0,LoS,0,Excellent,30.588,-41.906,0.00000066,110.000,0,LoS,0.95612,0.04153,0.00219,0.00016,0,LoS,0.05601
290,0,LoS,0,Excellent,34.076,-40.583,0.00000067,110.000,0,LoS,0.97791,0.02067,0.00134,0.00009,0,LoS,0.05315
291,0,LoS,0,Excellent,29.137,-40.184,0.00000050,110.000,0,LoS,0.98045,0.01821,0.00126,0.00008,0,LoS,0.05282
292,0,LoS,0,Excellent,28.318,-45.849,0.00000045,110.000,0,LoS,0.98075,0.01792,0.00125,0.00008,0,LoS,0.05279
293,0,LoS,1,Good,33.253,-41.300,0.00000050,104.497,0,LoS,0.68842,0.28116,0.02849,0.00194,0,LoS,0.09957
294,0,LoS,0,Excellent,33.554,-39.327,0.00000116,110.000,0,LoS,0.93992,0.05700,0.00286,0.00021,0,LoS,0.05815
295,0,LoS,0,Excellent,29.102,-40.392,0.00000114,110.000,0,LoS,0.97596,0.02254,0.00141,0.00009,0,LoS,0.05340
296,2,Light blockage,2,Weak,16.414,-59.354,0.00319136,29.066,1,NLoS,0.37147,0.27231,0.33154,0.02468,0,LoS,0.29823
297,1,NLoS,1,Good,23.156,-58.186,0.00002010,63.759,1,NLoS,0.24921,0.62504,0.11601,0.00974,1,NLoS,0.19585
298,1,NLoS,1,Good,21.741,-59.799,0.00003705,72.740,1,NLoS,0.16416,0.77119,0.05953,0.00513,1,NLoS,0.17448
299,2,Light blockage,1,Good,13.524,-66.308,0.00879867,48.350,1,NLoS,0.12685,0.82046,0.04846,0.00422,1,NLoS,0.17256
300,2,Light blockage,2,Weak,20.143,-63.709,0.00417634,34.264,2,Light blockage,0.04250,0.54919,0.37278,0.03553,1,NLoS,0.36090
301,2,Light blockage,2,Weak,15.966,-74.221,0.00712989,29.003,2,Light blockage,0.02182,0.33631,0.58578,0.05609,1,NLoS,0.48078
302,2,Light blockage,2,Weak,15.385,-69.802,0.00035375,24.915,2,Light blockage,0.01575,0.23714,0.68182,0.06528,2,Light blockage,0.53443
303,3,Severe blockage,3,Outage,5.124,-83.253,0.01675831,0.684,3,Severe blockage,0.00333,0.08064,0.41322,0.50281,2,Light blockage,0.63776
304,3,Severe blockage,3,Outage,2.893,-82.684,0.15381910,5.122,3,Severe blockage,0.00249,0.03560,0.25654,0.70536,2,Light blockage,0.66889
305,3,Severe blockage,2,Weak,3.452,-80.060,0.07223929,7.304,3,Severe blockage,0.01824,0.11540,0.67218,0.19418,2,Light blockage,0.59894
306,3,Severe blockage,3,Outage,3.798,-76.648,0.00450222,0.421,3,Severe blockage,0.00287,0.05432,0.36382,0.57899,2,Light blockage,0.65425
307,3,Severe blockage,3,Outage,2.329,-85.789,0.14910694,2.896,3,Severe blockage,0.00242,0.03060,0.23846,0.72852,3,Severe blockage,0.67236
308,2,Light blockage,3,Outage,15.179,-71.295,0.00552223,0.734,3,Severe blockage,0.00237,0.02408,0.20329,0.77026,3,Severe blockage,0.67732
309,1,NLoS,0,Excellent,25.586,-60.695,0.00003537,100.797,0,LoS,0.82620,0.12094,0.04156,0.01131,0,LoS,0.09600
310,1,NLoS,2,Weak,21.850,-53.567,0.00002960,39.112,1,NLoS,0.23559,0.31680,0.40878,0.03883,1,NLoS,0.35944
311,1,NLoS,1,Good,19.678,-59.524,0.00000593,56.000,1,NLoS,0.18087,0.67478,0.13277,0.01158,1,NLoS,0.21274
312,1,NLoS,1,Good,19.766,-55.605,0.00007344,61.205,1,NLoS,0.13647,0.79568,0.06243,0.00542,1,NLoS,0.17913
313,1,NLoS,2,Weak,26.924,-54.553,0.00029558,43.835,2,Light blockage,0.04317,0.53491,0.38527,0.03665,1,NLoS,0.36768
314,3,Severe blockage,3,Outage,2.918,-79.841,0.65651073,0.000,2,Light blockage,0.00586,0.14898,0.38128,0.46388,2,Light blockage,0.60049
315,1,NLoS,1,Good,18.471,-56.162,0.00002702,53.868,2,Light blockage,0.11403,0.62961,0.21438,0.04197,1,NLoS,0.27731
316,2,Light blockage,2,Weak,7.520,-72.027,0.00194316,10.907,2,Light blockage,0.03378,0.40662,0.50615,0.05345,1,NLoS,0.43823
317,3,Severe blockage,3,Outage,3.144,-85.997,0.15369575,0.000,3,Severe blockage,0.00464,0.11415,0.39419,0.48702,2,Light blockage,0.61957
318,3,Severe blockage,3,Outage,6.521,-80.934,0.03228477,0.000,3,Severe blockage,0.00260,0.03922,0.25576,0.70241,2,Light blockage,0.66690
319,0,LoS,0,Excellent,33.592,-42.718,0.00000044,110.000,0,LoS,0.81286,0.13319,0.04322,0.01074,0,LoS,0.09799
320,0,LoS,0,Excellent,32.274,-41.883,0.00000105,110.000,0,LoS,0.96223,0.03506,0.00250,0.00020,0,LoS,0.05552
321,0,LoS,0,Excellent,29.613,-40.418,0.00000079,110.000,0,LoS,0.97867,0.01992,0.00133,0.00009,0,LoS,0.05306
322,0,LoS,0,Excellent,32.744,-39.303,0.00000045,110.000,0,LoS,0.98054,0.01812,0.00126,0.00008,0,LoS,0.05281
323,1,NLoS,1,Good,21.562,-52.397,0.00002381,67.858,1,NLoS,0.68815,0.28141,0.02850,0.00194,0,LoS,0.09960
324,1,NLoS,1,Good,23.979,-60.391,0.00000805,70.351,1,NLoS,0.40555,0.55112,0.04012,0.00320,0,LoS,0.13718
325,1,NLoS,2,Weak,28.690,-59.400,0.00001784,51.066,1,NLoS,0.09183,0.49945,0.37423,0.03450,1,NLoS,0.35564
326,1,NLoS,1,Good,21.482,-54.885,0.00007741,66.251,1,NLoS,0.10938,0.76567,0.11490,0.01004,1,NLoS,0.21084
327,2,Light blockage,2,Weak,8.029,-67.611,0.00082333,16.174,2,Light blockage,0.03721,0.49528,0.42691,0.04060,1,NLoS,0.39129
328,3,Severe blockage,3,Outage,7.930,-83.145,0.04548902,0.542,3,Severe blockage,0.00536,0.13699,0.38695,0.47071,2,Light blockage,0.60707
329,3,Severe blockage,3,Outage,3.797,-79.931,0.05797645,0.000,3,Severe blockage,0.00267,0.04205,0.25702,0.69826,2,Light blockage,0.66528
330,2,Light blockage,2,Weak,12.542,-63.601,0.00043997,21.444,2,Light blockage,0.01827,0.11792,0.67097,0.19284,2,Light blockage,0.59761
331,2,Light blockage,2,Weak,7.007,-70.314,0.00346470,10.039,2,Light blockage,0.01381,0.15746,0.73667,0.09206,2,Light blockage,0.57653
332,3,Severe blockage,1,Good,5.624,-83.439,0.02356425,23.696,2,Light blockage,0.08529,0.65984,0.23334,0.02154,1,NLoS,0.27892
333,1,NLoS,2,Weak,25.363,-52.609,0.00001047,48.808,2,Light blockage,0.03003,0.41219,0.50923,0.04856,1,NLoS,0.43753
334,2,Light blockage,2,Weak,14.233,-66.389,0.00217283,26.318,2,Light blockage,0.01782,0.26963,0.65032,0.06224,2,Light blockage,0.51681
335,3,Severe blockage,3,Outage,6.331,-87.128,0.01614855,2.314,3,Severe blockage,0.00352,0.08630,0.41058,0.49960,2,Light blockage,0.63469
336,3,Severe blockage,3,Outage,3.354,-88.036,0.27908056,0.348,3,Severe blockage,0.00251,0.03622,0.25658,0.70468,2,Light blockage,0.66854
337,2,Light blockage,0,Excellent,18.416,-77.333,0.00721235,71.148,0,LoS,0.81360,0.13223,0.04338,0.01079,0,LoS,0.09802
338,2,Light blockage,2,Weak,16.240,-70.066,0.00173891,26.711,0,LoS,0.22825,0.32316,0.40994,0.03865,1,NLoS,0.36074
339,0,LoS,0,Excellent,34.688,-43.235,0.00000154,110.000,0,LoS,0.83591,0.14325,0.01927,0.00157,0,LoS,0.07854
340,0,LoS,0,Excellent,27.817,-43.422,0.00000080,109.066,0,LoS,0.96320,0.03464,0.00202,0.00014,0,LoS,0.05514
341,0,LoS,0,Excellent,28.659,-45.201,0.00000101,110.000,0,LoS,0.97875,0.01985,0.00132,0.00009,0,LoS,0.05304
342,0,LoS,1,Good,32.942,-42.128,0.00000145,101.335,0,LoS,0.68584,0.28365,0.02856,0.00195,0,LoS,0.09989
343,0,LoS,0,Excellent,31.919,-45.148,0.00000305,110.000,0,LoS,0.93946,0.05745,0.00287,0.00022,0,LoS,0.05821
344,0,LoS,1,Good,29.334,-44.444,0.00000078,94.319,0,LoS,0.63756,0.33046,0.02987,0.00211,0,LoS,0.10594
345,0,LoS,0,Excellent,31.363,-42.764,0.00000345,110.000,0,LoS,0.93033,0.06626,0.00317,0.00024,0,LoS,0.05938
346,0,LoS,0,Excellent,33.037,-41.068,0.00000145,110.000,0,LoS,0.97479,0.02368,0.00144,0.00010,0,LoS,0.05355
347,0,LoS,1,Good,33.462,-41.961,0.00000205,104.563,0,LoS,0.68077,0.28858,0.02868,0.00196,0,LoS,0.10052
348,0,LoS,0,Excellent,31.720,-40.613,0.00000069,110.000,0,LoS,0.93854,0.05834,0.00290,0.00022,0,LoS,0.05833
349,0,LoS,0,Excellent,31.381,-42.169,0.00000088,110.000,0,LoS,0.97579,0.02270,0.00141,0.00009,0,LoS,0.05342
350,0,LoS,0,Excellent,32.137,-42.904,0.00000321,110.000,0,LoS,0.98021,0.01844,0.00127,0.00008,0,LoS,0.05285
351,1,NLoS,1,Good,22.154,-57.059,0.00001516,65.032,1,NLoS,0.68772,0.28183,0.02851,0.00194,0,LoS,0.09965
352,1,NLoS,1,Good,28.032,-58.827,0.00000853,85.693,1,NLoS,0.40522,0.55145,0.04013,0.00320,0,LoS,0.13722
353,1,NLoS,1,Good,21.015,-55.967,0.00025827,66.683,1,NLoS,0.23076,0.72122,0.04428,0.00375,1,NLoS,0.15878
354,1,NLoS,1,Good,22.345,-52.429,0.00000375,71.242,1,NLoS,0.15215,0.79833,0.04558,0.00395,1,NLoS,0.16819
355,0,LoS,2,Weak,30.816,-40.529,0.00000130,51.735,1,NLoS,0.04625,0.54749,0.37098,0.03528,1,NLoS,0.35945
356,0,LoS,1,Good,34.301,-40.566,0.00000041,105.657,1,NLoS,0.09057,0.78732,0.11224,0.00987,1,NLoS,0.21149
357,0,LoS,0,Excellent,30.129,-41.272,0.00000058,110.000,0,LoS,0.72115,0.26515,0.01266,0.00104,0,LoS,0.08756
358,0,LoS,0,Excellent,32.963,-41.574,0.00000019,110.000,0,LoS,0.94460,0.05277,0.00244,0.00018,0,LoS,0.05741
359,0,LoS,0,Excellent,31.079,-41.838,0.00000057,110.000,0,LoS,0.97651,0.02201,0.00138,0.00009,0,LoS,0.05332
360,1,NLoS,1,Good,20.924,-59.355,0.00000695,65.307,1,NLoS,0.68298,0.28644,0.02863,0.00196,0,LoS,0.10024
361,2,Light blockage,3,Outage,5.422,-74.658,0.00153685,3.103,3,Severe blockage,0.06395,0.25658,0.32261,0.35686,2,Light blockage,0.50697
362,2,Light blockage,3,Outage,13.120,-73.950,0.00268825,2.493,3,Severe blockage,0.00414,0.06190,0.26496,0.66900,2,Light blockage,0.65328
363,3,Severe blockage,3,Outage,7.539,-81.218,0.02504685,5.643,3,Severe blockage,0.00246,0.02818,0.21275,0.75660,3,Severe blockage,0.67467
364,3,Severe blockage,3,Outage,2.788,-85.993,0.18019250,5.320,3,Severe blockage,0.00237,0.02311,0.19695,0.77757,3,Severe blockage,0.67810
365,2,Light blockage,2,Weak,2.216,-67.526,0.00454012,6.498,2,Light blockage,0.01917,0.10824,0.66147,0.21112,2,Light blockage,0.60263
366,2,Light blockage,0,Excellent,14.443,-74.735,0.00015199,51.267,1,NLoS,0.73141,0.20658,0.05579,0.00622,0,LoS,0.11080
367,1,NLoS,1,Good,18.646,-56.908,0.00001575,54.616,1,NLoS,0.45028,0.49857,0.04729,0.00387,0,LoS,0.13620
368,1,NLoS,1,Good,16.889,-59.044,0.00001196,54.938,1,NLoS,0.25529,0.69521,0.04565,0.00384,1,NLoS,0.15682
369,3,Severe blockage,3,Outage,3.093,-81.973,0.90000000,0.000,3,Severe blockage,0.02160,0.30439,0.30702,0.36700,1,NLoS,0.50931
370,3,Severe blockage,3,Outage,1.451,-78.082,0.08152726,2.622,3,Severe blockage,0.00351,0.06617,0.25993,0.67038,2,Light blockage,0.65159
371,3,Severe blockage,2,Weak,6.217,-87.834,0.02566293,8.238,2,Light blockage,0.01838,0.12746,0.66665,0.18751,2,Light blockage,0.59256
372,3,Severe blockage,3,Outage,4.532,-83.179,0.09351246,3.560,2,Light blockage,0.00291,0.05618,0.36518,0.57572,2,Light blockage,0.65316
373,3,Severe blockage,2,Weak,5.339,-86.578,0.02774529,11.157,2,Light blockage,0.01665,0.12690,0.69101,0.16545,2,Light blockage,0.59301
374,2,Light blockage,3,Outage,10.773,-67.200,0.00069209,3.619,2,Light blockage,0.00289,0.05749,0.37567,0.56395,2,Light blockage,0.65205
375,2,Light blockage,1,Good,12.769,-63.282,0.00712759,39.211,1,NLoS,0.12742,0.56638,0.25182,0.05439,1,NLoS,0.30126
376,2,Light blockage,2,Weak,11.017,-72.194,0.00161333,20.195,1,NLoS,0.03393,0.37347,0.53454,0.05806,1,NLoS,0.45489
377,0,LoS,0,Excellent,31.588,-39.999,0.00000069,110.000,1,NLoS,0.70013,0.25855,0.03812,0.00321,0,LoS,0.10378
378,0,LoS,1,Good,26.565,-42.261,0.00000140,83.571,1,NLoS,0.41795,0.53610,0.04253,0.00342,0,LoS,0.13714
379,1,NLoS,2,Weak,21.922,-58.242,0.00018249,36.022,2,Light blockage,0.09428,0.49358,0.37739,0.03474,1,NLoS,0.35708
